"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","cips.cardano.org/216.150.16.129","443","INFO","-----BEGIN CERTIFICATE-----\nMIIE+DCCA+CgAwIBAgISBikb/e5rtwUGbPRpns1h+iRSMA0GCSqGSIb3DQEBCwUAMDMxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQwwCgYDVQQDEwNSMTMwHhcNMjYwMjE5MTE0MzQwWhcNMjYwNTIwMTE0MzM5WjAbMRkwFwYDVQQDExBjaXBzLmNhcmRhbm8ub3JnMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxQVh7nN4Jd/F/IpmwD0BnQ9MtFy16KGRuwXmwYGdm6yK+hDwDRWRwP2TmjvWnGx8l3zawO3Dw5HguWdFIkSSQuugZqgABGJNr+TIpXqM/XP4E+aCDBXcgCPH6rQAIttwEbYVyZabqPdoXGzVNOq0+/duD1fTMJ4+BGOqv3q7eWfpaspmgalZPau3+A7Gd3SVM1h6ojdklEF+k4EHhqKXd4R56C3uOu4IJ9O3xj7Mp5WDZj69LNT0GY9H2EAKBrMN8VHr+LEicgUAjSD/yKrmGSDZgJq8GirZRMaJGH+tvMEwH5EhngXv6D5JMxI34v9RcxpHIPxnj62b1dbj4NFZHwIDAQABo4ICHDCCAhgwDgYDVR0PAQH/BAQDAgWgMBMGA1UdJQQMMAoGCCsGAQUFBwMBMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYEFFZjeH3leL/0lc2kOY92Q1g9k1JuMB8GA1UdIwQYMBaAFOernw8sM6BT015PeMiyhA471pIzMDMGCCsGAQUFBwEBBCcwJTAjBggrBgEFBQcwAoYXaHR0cDovL3IxMy5pLmxlbmNyLm9yZy8wGwYDVR0RBBQwEoIQY2lwcy5jYXJkYW5vLm9yZzATBgNVHSAEDDAKMAgGBmeBDAECATAuBgNVHR8EJzAlMCOgIaAfhh1odHRwOi8vcjEzLmMubGVuY3Iub3JnLzgzLmNybDCCAQoGCisGAQQB1nkCBAIEgfsEgfgA9gB1AEmcm2neHXzs/DbezYdkprhbrwqHgBnRVVL76esp3fjDAAABnHXsETgAAAQDAEYwRAIgFfA/7vnzlXHyZml7ZLUw9EShhwymZ49rFVa8P1tTKj4CIEdraMk6oshZXNSMAVYlHvJ4js8rjkRQMi669kxCMd9pAH0AcX6V88I4im2x44RJPTHhWqliCHYtQgDgBQzQZ7WmYeIAAAGcdewSUAAIAAAFAAnYncUEAwBGMEQCIETJbJaFHRk/jSZR/Xca/SFRSPkBpGgnpBlLkQGBwrwoAiA0a+X9kBc573NpbyqLe56tDBJGuC9Sh8d45Jl7nrsnjzANBgkqhkiG9w0BAQsFAAOCAQEAndx+2HXHovGFOv2Om58sxyEAj7FcWmw33uAHShBk4A8Ha80FVjnuF4X1oh+C5SlTk0tRnwwUHstxzwkE5B1jUu10laPGkJttDHcF+lDxKLJidSVgB3tyWgcy+LHwgnlpEH3VO2XBO+8uehotGUQf/MvLwKLFyln4IxWWUWeweYSgCVOnDd7AmUTU941oEHBvtGdpUr99W75d32VgJJ6Eat0yyt/tXy2J/kdKX6Nl9fvuIKW1qWT6gk8bWg/mCnflkdoeKim17R5oKy+VBb/Oqzx9ThqGVX0zfI0ppXbeMoO653dTubzIN3+9+6gMujc9XG8bSbmb1eZBHd8Xb4JaZg==\n-----END CERTIFICATE-----","",""
"cert_commonName","cips.cardano.org/216.150.16.129","443","OK","cips.cardano.org","",""
"cert_commonName_wo_SNI","cips.cardano.org/216.150.16.129","443","INFO","no-sni.vercel-infra.com","",""
"cert_subjectAltName","cips.cardano.org/216.150.16.129","443","INFO","cips.cardano.org","",""
"cert_trust","cips.cardano.org/216.150.16.129","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","cips.cardano.org/216.150.16.129","443","OK","passed.","",""
"cert_certificatePolicies_EV","cips.cardano.org/216.150.16.129","443","INFO","no","",""
"cert_expirationStatus","cips.cardano.org/216.150.16.129","443","OK","80 >= 30 days","",""
"cert_notBefore","cips.cardano.org/216.150.16.129","443","INFO","2026-02-19 11:43","",""
"cert_notAfter","cips.cardano.org/216.150.16.129","443","OK","2026-05-20 11:43","",""
"cert_extlifeSpan","cips.cardano.org/216.150.16.129","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","cips.cardano.org/216.150.16.129","443","INFO","not present","",""
"cert_crlDistributionPoints","cips.cardano.org/216.150.16.129","443","INFO","http://r13.c.lencr.org/83.crl","",""
"cert_ocspURL","cips.cardano.org/216.150.16.129","443","INFO","--","",""
"OCSP_stapling","cips.cardano.org/216.150.16.129","443","INFO","not offered","",""
"cert_mustStapleExtension","cips.cardano.org/216.150.16.129","443","INFO","--","",""
"DNS_CAArecord","cips.cardano.org/216.150.16.129","443","LOW","--","",""
"certificate_transparency","cips.cardano.org/216.150.16.129","443","OK","yes (certificate extension)","",""
"certs_countServer","cips.cardano.org/216.150.16.129","443","INFO","2","",""
"certs_list_ordering_problem","cips.cardano.org/216.150.16.129","443","INFO","no","",""
"cert_caIssuers","cips.cardano.org/216.150.16.129","443","INFO","R13 (Let's Encrypt from US)","",""
"intermediate_cert <#1>","cips.cardano.org/216.150.16.129","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFBTCCAu2gAwIBAgIQWgDyEtjUtIDzkkFX6imDBTANBgkqhkiG9w0BAQsFADBPMQswCQYDVQQGEwJVUzEpMCcGA1UEChMgSW50ZXJuZXQgU2VjdXJpdHkgUmVzZWFyY2ggR3JvdXAxFTATBgNVBAMTDElTUkcgUm9vdCBYMTAeFw0yNDAzMTMwMDAwMDBaFw0yNzAzMTIyMzU5NTlaMDMxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQwwCgYDVQQDEwNSMTMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQClZ3CN0FaBZBUXYc25BtStGZCMJlA3mBZjklTb2cyEBZPs0+wIG6BgUUNIfSvHSJaetC3ancgnO1ehn6vw1g7UDjDKb5ux0daknTI+WE41b0VYaHEX/D7YXYKgL7JRbLAaXbhZzjVlyIuhrxA3/+OcXcJJFzT/jCuLjfC8cSyTDB0FxLrHzarJXnzRyQH3nAP2/Apd9Np75tt2QnDr9E0i2gB3b9bJXxf92nUupVcM9upctuBzpWjPoXTidYJ+EJ/B9aLrAek4sQpEzNPCifVJNYIKNLMc6YjCR06CDgo28EdPivEpBHXazeGaXP9enZiVuppD0EqiFwUBBDDTMrOPAgMBAAGjgfgwgfUwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMCBggrBgEFBQcDATASBgNVHRMBAf8ECDAGAQH/AgEAMB0GA1UdDgQWBBTnq58PLDOgU9NeT3jIsoQOO9aSMzAfBgNVHSMEGDAWgBR5tFnme7bl5AFzgAiIyBpY9umbbjAyBggrBgEFBQcBAQQmMCQwIgYIKwYBBQUHMAKGFmh0dHA6Ly94MS5pLmxlbmNyLm9yZy8wEwYDVR0gBAwwCjAIBgZngQwBAgEwJwYDVR0fBCAwHjAcoBqgGIYWaHR0cDovL3gxLmMubGVuY3Iub3JnLzANBgkqhkiG9w0BAQsFAAOCAgEAUTdYUqEimzW7TbrOypLqCfL7VOwYf/Q79OH5cHLCZeggfQhDconlk7Kgh8b0vi+/XuWu7CN8n/UPeg1vo3G+taXirrytthQinAHGwc/UdbOygJa9zuBcVyqoH3CXTXDInT+8a+c3aEVMJ2St+pSn4ed+WkDp8ijsijvEyFwE47hulW0Ltzjg9fOV5Pmrg/zxWbRuL+k0DBDHEJennCsAen7c35Pmx7jpmJ/HtgRhcnz0yjSBvyIw6L1QIupkCv2SBODT/xDD3gfQQyKv6roV4G2EhfEyAsWpmojxjCUCGiyg97FvDtm/NK2LSc9lybKxB73I2+P2G3CaWpvvpAiHCVu30jW8GCxKdfhsXtnIy2imskQqVZ2m0Pmxobb28Tucr7xBK7CtwvPrb79os7u2XP3O5f9b/H66GNyRrglRXlrYjI1oGYL/f4I1n/Sgusda6WvA6C190kxjU15Y12mHU4+BxyR9cx2hhGS9fAjMZKJss28qxvz6Axu4CaDmRNZpK/pQrXF17yXCXkmEWgvSOEZy6Z9pcbLIVEGckV/iVeq0AOo2pkg9p4QRIy0tK2diRENLSF2KysFwbY6B26BFeFs3v1sYVRhFW9nLkOrQVporCS0KyZmfwVD89qSTlnctLcZnIavjKsKUu1nA1iU0yYMdYepKR7lWbnwhdx3ewok=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","cips.cardano.org/216.150.16.129","443","INFO","D3B128216A843F8EF1321501F5DF52A5DF52939EE2C19297712CD3DE4D419354","",""
"intermediate_cert_notBefore <#1>","cips.cardano.org/216.150.16.129","443","INFO","2024-03-13 00:00","",""
"intermediate_cert_notAfter <#1>","cips.cardano.org/216.150.16.129","443","OK","2027-03-12 23:59","",""
"intermediate_cert_expiration <#1>","cips.cardano.org/216.150.16.129","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","cips.cardano.org/216.150.16.129","443","INFO","R13 <-- ISRG Root X1","",""
"intermediate_cert_badOCSP","cips.cardano.org/216.150.16.129","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","cips.cardano.org/216.150.16.129","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","cips.cardano.org/216.150.16.129","443","INFO","+825258 seconds from localtime","",""
"HTTP_headerTime","cips.cardano.org/216.150.16.129","443","INFO","1772330194","",""
"HTTP_headerAge","cips.cardano.org/216.150.16.129","443","INFO","825258 seconds","",""
"HSTS_time","cips.cardano.org/216.150.16.129","443","OK","730 days (=63072000 seconds) > 15552000 seconds","",""
"HSTS_subdomains","cips.cardano.org/216.150.16.129","443","INFO","only for this domain","",""
"HSTS_preload","cips.cardano.org/216.150.16.129","443","INFO","domain is NOT marked for preloading","",""
"HPKP","cips.cardano.org/216.150.16.129","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","cips.cardano.org/216.150.16.129","443","INFO","Vercel","",""
"banner_application","cips.cardano.org/216.150.16.129","443","INFO","No application banner found","",""
"cookie_count","cips.cardano.org/216.150.16.129","443","INFO","0 at '/'","",""
"Access-Control-Allow-Origin","cips.cardano.org/216.150.16.129","443","INFO","*","",""
"Cache-Control","cips.cardano.org/216.150.16.129","443","INFO","public, max-age=0, must-revalidate","",""
"banner_reverseproxy","cips.cardano.org/216.150.16.129","443","INFO","--","","CWE-200"
"heartbleed","cips.cardano.org/216.150.16.129","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","cips.cardano.org/216.150.16.129","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","cips.cardano.org/216.150.16.129","443","OK","supported","","CWE-310"
"secure_client_renego","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","cips.cardano.org/216.150.16.129","443","MEDIUM","potentially VULNERABLE, br gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","cips.cardano.org/216.150.16.129","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","cips.cardano.org/216.150.16.129","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","cips.cardano.org/216.150.16.129","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","cips.cardano.org/216.150.16.129","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=ED3ACAC2C82711F6452F0FFE31EF417F47572FD18126D459EE709584DC3C5AB3","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","cips.cardano.org/216.150.16.129","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","cips.cardano.org/216.150.16.129","443","OK","--","CVE-2015-4000","CWE-310"
"BEAST","cips.cardano.org/216.150.16.129","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","cips.cardano.org/216.150.16.129","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11_12","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_13_14","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_15","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chromium_137_win11","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_137_win11","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_8_win7","cips.cardano.org/216.150.16.129","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_win81","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_winphone81","cips.cardano.org/216.150.16.129","443","INFO","No connection","",""
"clientsimulation-ie_11_win10","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-edge_133_win11_23h2","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_ios_184","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_osx_154","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","cips.cardano.org/216.150.16.129","443","INFO","No connection","",""
"clientsimulation-java_80442","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1102","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1703","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_2106","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_336","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-openssl_102e","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_315","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_350","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","cips.cardano.org/216.150.16.129","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","cips.cardano.org/216.150.16.129","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","cips.cardano.org/216.150.16.129","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","cips.cardano.org/216.150.16.129","443","INFO","100","",""
"protocol_support_score_weighted","cips.cardano.org/216.150.16.129","443","INFO","30","",""
"key_exchange_score","cips.cardano.org/216.150.16.129","443","INFO","90","",""
"key_exchange_score_weighted","cips.cardano.org/216.150.16.129","443","INFO","27","",""
"cipher_strength_score","cips.cardano.org/216.150.16.129","443","INFO","60","",""
"cipher_strength_score_weighted","cips.cardano.org/216.150.16.129","443","INFO","24","",""
"final_score","cips.cardano.org/216.150.16.129","443","INFO","81","",""
"overall_grade","cips.cardano.org/216.150.16.129","443","OK","A+","",""
